STT	Chữ Hán	Cách đọc	Ý nghĩa	Ví dụ	Unit	Giáo trình
20	空手	からて	Võ Karate	キツネさんはもう空手の練習を全部してしまいました。\nAnh Kitsune đã hoàn thành xong toàn bộ bài tập Karate rồi.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
21	温度	おんど	Nhiệt độ	冷蔵庫の温度をチェックしてください。\nAnh vui lòng kiểm tra nhiệt độ của tủ lạnh ạ.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
22	代わり	かわり	Thay thế	今日はイヌさんの代わりに、ネコさんが働くことになりました。\nHôm nay anh Neko đã được quyết định là sẽ làm việc thay cho anh Inu.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
23	洗剤	せんざい	Xà phòng/Chất tẩy rửa	洗剤がもうすぐなくなりそうです。\nXà phòng dường như sắp hết rồi.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
24	ハンカチ	ハンカチ	Khăn tay	手を洗った後で拭くように、ハンカチを持ってきます。\nTôi mang theo khăn tay để lau sau khi rửa tay.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
25	都合	つごう	Sự thuận tiện/Điều kiện	都合が悪いなら、明日でもいいですよ。\nNếu không tiện thì để ngày mai cũng được nhé.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
26	マニュアル	マニュアル	Sách hướng dẫn	わからないときは、マニュアルを見ることにしています。\nKhi không hiểu, tôi thường cố gắng xem sách hướng dẫn.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
27	オーブン	オーブン	Lò nướng	熱いので、オーブンには触らないでください。\nLò đang nóng nên anh vui lòng đừng chạm vào nhé.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
28	汚れ	よごれ	Vết bẩn	壁の汚れをきれいに拭いてしまいました。\nTôi đã lau sạch bong các vết bẩn trên tường rồi.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
29	ルール	ルール	Quy tắc	お店のルールを忘れないようにしてください。\nHãy chú ý đừng quên các quy tắc của cửa hàng.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
30	～様	～さま	Ngài/Vị (kính xưng)	キツネ様、こちらへお進みください。\nNgài Kitsune, mời ngài đi hướng này ạ.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
31	お客様	おきゃくさま	Khách hàng	お客様が来たら、明るい声で挨拶することになっています。\nQuy định là khi khách đến phải chào hỏi bằng giọng tươi tắn.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
32	断る	ことわる	Từ chối	無理な仕事なら、断ってもいいですよ。\nNếu là công việc quá sức thì anh từ chối cũng được mà.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
33	出す	だす	Đưa ra/Nộp	レポートは明日までに出すことになっています。\nTheo quy định là phải nộp báo cáo trước ngày mai.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
34	渡す	わたす	Trao cho/Đưa cho	この資料をネコさんに渡してください。\nAnh vui lòng đưa tài liệu này cho anh Neko giúp ạ.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
35	着替える	きがえる	Thay quần áo	ここで制服に着替えることになっています。\nQuy định là phải thay đồng phục ở đây.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
36	つける	つける	Đeo/Bật/Dán	毎日名札をつけるようにしてください。\nHãy luôn chú ý đeo bảng tên mỗi ngày nhé.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
37	おしゃべりする	おしゃべりする	Nói chuyện/Tán gẫu	仕事中におしゃべりしないようにしましょう。\nChúng ta hãy cùng chú ý không tán gẫu trong giờ làm việc nhé.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
38	チェックする	チェックする	Kiểm tra	帰る前に、窓を全部チェックしてください。\nTrước khi về, anh vui lòng kiểm tra lại toàn bộ cửa sổ ạ.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
39	乾く	かわく	Khô	洗濯物がすぐ乾きそうです。\nQuần áo có vẻ sắp khô ngay rồi.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
40	しまう	しまう	Cất đi	使った道具は箱の中にまっておいてください。\nDụng cụ đã dùng thì cứ để cất trong hộp nhé.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
41	滑る	すべる	Trượt	床が濡れているので、滑りそうです。\nSàn nhà đang ướt nên có vẻ sắp trượt đấy.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
42	運ぶ	はこぶ	Vận chuyển, bê	荷物が重いなら、ネコさんがお運びください。\nNếu hành lý nặng thì anh Neko hãy bưng giúp nhé.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
43	拭く	ふく	Lau	窓は開けたまま、きれいに拭いておいてください。\nCứ mở cửa sổ rồi lau sạch cho tôi nhé.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
44	干す	ほす	Phơi	洗濯物は外に干すことになっています。\nTheo quy định là phải phơi quần áo ở bên ngoài.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
45	片付ける	かたづける	Dọn dẹp	イヌさんは部屋を全部片付けてしまいました。\nAnh Inu đã dọn dẹp xong xuôi toàn bộ căn phòng rồi.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
46	燃える	もえる	Cháy, đốt được	火曜日と金曜日にゴミが燃えることになっています。\nTheo quy định thì rác cháy được sẽ đổ vào thứ Ba và thứ Sáu.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
47	あいさつする	あいさつする	Chào hỏi	近所の人に会ったら、あいさつするようにしてください。\nKhi gặp hàng xóm, hãy cố gắng chào hỏi họ nhé.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
48	空く	あく	Trống, để không	この席が空くなら、座ってもいいですか。\nNếu ghế này còn trống thì tôi ngồi có được không?	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
49	上がる	あがる	Tăng lên, đi lên	雨がやんで、気温が上がりそうです。\nMưa tạnh rồi, có vẻ nhiệt độ sắp tăng lên đấy.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
50	代わる	かわる	Thay thế, thay đổi	電話をお代わりください。\nXin vui lòng chuyển máy (thay người nghe) ạ.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
51	呼ぶ	よぶ	Gọi	手伝いが必要なら、キツネさんを呼べばいいですよ。\nNếu cần giúp đỡ thì anh cứ gọi anh Kitsune là được.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
52	上げる	あげる	Nâng lên, tăng lên	後ろの人にも見えるように、もっと高く上げてください。\nHãy giơ cao lên nữa để người phía sau cũng nhìn thấy được.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
53	下げる	さげる	Hạ xuống, giảm xuống	値段が下がるまで、待つことになりました。\nĐã có quyết định là sẽ đợi cho đến khi giá giảm xuống.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
54	足りる	たりる	Đủ	お金が足りるなら、バターも買っておいてください。\nNếu đủ tiền thì cứ mua sẵn cả bơ nữa nhé.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
55	邪魔（な）	じゃま（な）	Cản trở, vướng víu	自転車は邪魔にならないようにしてください。\nHãy chú ý đừng để xe đạp gây vướng víu.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
56	丁寧（な）	ていねい（な）	Lịch sự	お客様には丁寧な言葉で話すことになっています。\nTheo quy định là phải nói chuyện với khách hàng bằng từ ngữ lịch sự.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
57	しっかり	しっかり	Chắc chắn, kỹ càng	忘れないように、しっかり覚えておいてください。\nHãy ghi nhớ thật kỹ (giữ trạng thái nhớ đó) để không bị quên nhé.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
58	絶対に	ぜったいに	Tuyệt đối	仕事中は絶対に寝ないようにしてください。\nHãy quyết tâm không được ngủ trong giờ làm việc.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
59	はっきり	はっきり	Rõ ràng	字がはっきり見えるように、眼鏡をかけます。\nTôi đeo kính để nhìn chữ cho rõ ràng.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
60	大きな	おおきな	To, lớn	イヌさんは大きなパンを全部食べてしまいました。\nAnh Inu đã ăn hết sạch cái bánh mì to đùng rồi.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
61	お手洗い	おてあらい	Nhà vệ sinh	こちらの新しいお手洗いをお使いください。\nXin mời quý khách sử dụng nhà vệ sinh mới này ạ.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
62	ガソリン	ガソリン	Xăng	ガソリンがなくなりそうなので、入れておきましょう。\nVì xăng có vẻ sắp hết nên cứ đổ sẵn vào thôi nào.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
63	ひも	ひも	Sợi dây	荷物が落ちないように、ひもで結んでください。\nHãy buộc bằng dây để hành lý không bị rơi.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
64	袋	ふくろ	Túi	ゴミは袋に入れたままにしておいてください。\nRác thì cứ để nguyên trong túi như vậy nhé.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
65	モップ	モップ	Cây lau nhà	ネコさんはモップで床をきれいに拭いてしまいました。\nAnh Neko đã dùng cây lau nhà lau sạch bong sàn nhà rồi.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
66	引き出し	ひきだし	Ngăn kéo	大事な書類は引き出しに入れておくことになっています。\nTheo quy định là tài liệu quan trọng phải luôn để trong ngăn kéo.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
67	バター	バター	Bơ	このバターは全部料理に使ってしまいました。\nTôi đã dùng hết sạch chỗ bơ này để nấu ăn rồi.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
68	鍋	なべ	Cái nồi	スープが鍋からこぼれそうです。\nSúp có vẻ sắp tràn ra khỏi nồi rồi.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
69	瓶	びん	Cái chai	使い終わった瓶はここに捨てることになっています。\nTheo quy định thì chai lọ dùng xong phải vứt ở đây.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
70	ガス	ガス	Gas	出かける前に、ガスを止めるようにしてください。\nTrước khi ra ngoài, hãy chú ý tắt gas nhé.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
71	～袋	～ぶくろ	Túi	この袋はまだ使うので、そこに置いておいてください。\nCái túi này vẫn còn dùng nên cứ để tạm ở đó nhé.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
72	かける	かける	Treo/Khóa	ネコさんはもう壁にカレンダーを全部かけてしまいました。\nAnh Neko đã treo xong hết đống lịch lên tường rồi.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
73	決まる	きまる	Được quyết định	来月、日本へ行くことになりました。\nĐã có quyết định là tháng sau mình sẽ đi Nhật.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
74	確かめる	たしかめる	Xác nhận/Kiểm tra	寝る前に、窓が閉まっているか確かめるようにしてください。\nTrước khi ngủ, hãy chú ý kiểm tra xem cửa sổ đã đóng chưa nhé.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
75	注意する	ちゅういする	Chú ý/Cẩn thận	車に注意すれば、道を渡ってもいいですよ。\nNếu chú ý xe cộ thì bạn có thể băng qua đường.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
76	なくなる	なくなる	Mất/Hết	イヌさん、お財布がなくなりそうですよ。\nAnh Inu ơi, ví của anh sắp rơi (mất) kìa.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
77	切れる	きれる	Đứt/Hết hạn	この電池はもうすぐ切れそうです。\nViên pin này có vẻ sắp hết rồi.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
78	焦げる	こげる	Cháy/Khét	キツネさん、魚が焦げそうですよ。\nAnh Kitsune ơi, cá sắp cháy rồi kìa.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
79	破れる	やぶれる	Bị rách	その袋が破れるなら、新しいのを使ってください。\nNếu cái túi đó bị rách thì hãy dùng cái mới nhé.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
80	そのままにする	そのままにする	Để nguyên như thế	コップは洗わなくていいです。そのままにしておいてください。\nCốc không cần rửa đâu. Cứ để nguyên đó nhé.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
81	並べる	ならべる	Sắp xếp/Bày ra	ネコさんは椅子を全部並べてしまいました。\nAnh Neko đã sắp xếp xong hết đống ghế rồi.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
82	休憩する	きゅうけいする	Nghỉ giải lao	１２時から１時間、休憩することになっています。\nTheo quy định thì sẽ nghỉ giải lao 1 tiếng từ lúc 12 giờ.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
83	    届く	とどく	Đến/Chạm tới	棚の上の荷物に手が届きそうです。\nTôi có vẻ sắp với tới hành lý trên kệ rồi.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
84	少々	しょうしょう	Một chút	少々お待ちください。\nXin vui lòng chờ trong giây lát.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
85	お先にどうぞ。	おさきにどうぞ。	Mời đi trước/Mời dùng trước	キツネさん、お先にどうぞ。\nMời anh Kitsune cứ đi trước ạ.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
86	恥ずかしい	はずかしい	Xấu hổ/Ngại ngùng	みんなの前で間違えれば恥ずかしいです。\nNếu sai trước mặt mọi người thì xấu hổ lắm.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
87	ですから	ですから	Vì thế/Vì vậy	雨ですから、傘を持って行くようにしてください。\nVì trời mưa nên hãy nhớ mang theo ô nhé.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
88	最初	さいしょ	Đầu tiên	最初、日本語で話すようにしましょう。\nĐầu tiên, chúng ta hãy cố gắng nói bằng tiếng Nhật nhé.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
89	先に	さきに	Trước	イヌさんは先に宿題を全部やってしまいました。\nAnh Inu đã làm xong hết bài tập trước rồi.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
90	ほうき	ほうき	Cây chổi	ほうきはそこに置いておいてください。\nCứ để cây chổi ở đó đi.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
91	ちり取り	ちりとり	Cái hốt rác	ちり取りでゴミを全部捨ててしまいました。\nTôi đã dùng hốt rác đổ xong hết đống rác đi rồi.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
92	掃除機	そうじき	Máy hút bụi	毎日、掃除機をかけるようにしてください。\nHãy chú ý hút bụi mỗi ngày nhé.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
93	雑巾	ぞうきん	Giẻ lau	雑巾は洗って、そこにかけておいてください。\nGiẻ lau thì hãy giặt rồi cứ treo ở đó nhé.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
94	バケツ	バケツ	Cái xô	バケツの水がこぼれそうです。\nNước trong xô sắp tràn ra ngoài rồi.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
95	屋上	おくじょう	Sân thượng	屋上でタバコを吸わないことになっています。\nQuy định là không được hút thuốc trên sân thượng.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
96	本気(な)	ほんき（な）	Nghiêm túc	本気なら、一生懸命頑張ってください。\nNếu bạn thực sự nghiêm túc thì hãy cố gắng hết mình nhé.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
97	臭い	くさい	Hôi/Thối	部屋が臭いですから、窓を開けるようにしてください。\nPhòng hôi quá nên hãy chú ý mở cửa sổ ra nhé.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
98	カリキュラム	カリキュラム	Chương trình học	来週、新しいカリキュラムが始まることになりました。\nĐã có quyết định là tuần sau sẽ bắt đầu chương trình học mới.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
99	入社	にゅうしゃ	Vào công ty	入社の前に、この書類をご記入ください。\nTrước khi vào công ty, vui lòng điền vào giấy tờ này.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
100	物置	ものおき	Kho chứa đồ	使わない物は、物置に入れておいてください。\nNhững đồ không dùng đến thì cứ để tạm vào kho nhé.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
101	ガソリンスタンド	ガソリンスタンド	Trạm xăng	危ないですから、ガソリンスタンドでは火を使わないようにしてください。\nVì nguy hiểm nên ở trạm xăng hãy cố gắng đừng dùng lửa.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
102	ロープ	ロープ	Dây thừng	強い風なら、このロープを使うことになると思います。\nNếu gió mạnh thì có lẽ sẽ quyết định dùng sợi dây này.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
103	缶	かん	Lon (kim loại)	この缶は後で使いますから、そのまま置いておいてください。\nLon này lát nữa sẽ dùng nên cứ để nguyên ở đó nhé.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
104	ペットボトル	ペットボトル	Chai nhựa	飲み終わったペットボトルは、捨てることになっている。\nChai nhựa uống xong thì được quy định là phải vứt đi.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
105	破る	やぶる	Xé, làm rách	ネコさんは大事な紙を破ってしまいました。\nAnh Neko đã xé xong tờ giấy quan trọng mất rồi.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
106	石鹸	せっけん	Xà phòng	料理の前に、石鹸で手を洗うようにしてください。\nTrước khi nấu ăn, hãy cố gắng rửa tay bằng xà phòng.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
107	検査	けんさ	Kiểm tra, xét nghiệm	来週、健康検査を受けることになります。\nTuần sau sẽ được quyết định là đi kiểm tra sức khỏe.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
108	気を付ける	きをつける	Cẩn thận	雨が降りそうですから、足元に気を付けてください。\nTrời có vẻ sắp mưa nên hãy cẩn thận dưới chân nhé.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
109	酔っ払う	よっぱらう	Say rượu	明日仕事がありますから、今日は酔っ払わないようにする。\nVì mai có việc nên hôm nay tôi quyết tâm không uống say.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
110	過ごす	すごす	Trải qua, sống	時間があるなら、家でゆっくり過ごせばいいですよ。\nNếu có thời gian thì cứ ở nhà nghỉ ngơi thong thả là được.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
111	掃く	はく	Quét (nhà, sàn)	朝、イヌさんが庭を掃きそうです。\nBuổi sáng anh Inu có vẻ sắp quét sân.	9	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
